sentence_key	texte_expe	XP_type	item	type-de-phrase	TOCHANGE_FI	audio_type	task_question_type	list	spk_sex	spk_id	OLDspk_id	num_syll	stim_num	wh-type	presence-eske	The Voice Contest	wh-in-situ-final	func-wh	OK_praat_seg	neg	texte	OK_Expe_perception	dossier-brat	orig_filename	nombre-de-mots	pos-wh	quality-wh	rheto-wh	subj-DP	subj-clit	subj-ce	nombre-subj	inverted-subj	comp	nombre-comp	lex-restr	partitif	est-ce-que	nombre_verbes	flexion-et	type-de-verbe-et	extraction-site	notes	partie-a-enlever	nombre-partie-a-enlever-mots	nombre-mots-a-enlever	dislocation-droite	attention-dernier-mot	fin-partie-enlever	locuteur	OLD_sentence_key	texte_turn_brut	spk_age	OLDOLD_sentence_key
085-XP_mbrola-is.it.decla-decla-clair-22-D-NO-13-I-M-WE2_A072_3156s621	j'ai forcément des congés dans les vacances scolaires 	XP_mbrola	22	decla	NO	clair	is.it.decla	D	M	I	CZ903	13	085	NO	NO	4	NO	NO	YES	NO	donc j'ai forcément des congés dans les vacances scolaires 	YES		WE2_A072_3156s621		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	spk2	024-de-CL-28-A-0-13-AP-M-WE2_A072_3156s621		NOAGE	024-de-CL-28-A-0-13-AP-M-WE2_A072_3156s621
086-XP_mbrola-is.it.decla-decla-delex-22-A-NO-13-I-M-WE2_A072_3156s621	j'ai forcément des congés dans les vacances scolaires 	XP_mbrola	22	decla	NO	delex	is.it.decla	A	M	I	CZ903	13	086	NO	NO	4	NO	NO	YES	NO	donc j'ai forcément des congés dans les vacances scolaires 	YES		WE2_A072_3156s621		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	spk2	144-de-DE-28-C-0-13-AP-M-WE2_A072_3156s621		NOAGE	144-de-DE-28-C-0-13-AP-M-WE2_A072_3156s621
087-XP_mbrola-is.it.question-decla-clair-22-B-NO-13-I-M-WE2_A072_3156s621	j'ai forcément des congés dans les vacances scolaires 	XP_mbrola	22	decla	NO	clair	is.it.question	B	M	I	CZ903	13	087	NO	NO	4	NO	NO	YES	NO	donc j'ai forcément des congés dans les vacances scolaires 	YES		WE2_A072_3156s621		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	spk2	024-de-CL-28-A-0-13-AP-M-WE2_A072_3156s621		NOAGE	024-de-CL-28-A-0-13-AP-M-WE2_A072_3156s621
088-XP_mbrola-is.it.question-decla-delex-22-C-NO-13-I-M-WE2_A072_3156s621	j'ai forcément des congés dans les vacances scolaires 	XP_mbrola	22	decla	NO	delex	is.it.question	C	M	I	CZ903	13	088	NO	NO	4	NO	NO	YES	NO	donc j'ai forcément des congés dans les vacances scolaires 	YES		WE2_A072_3156s621		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	spk2	144-de-DE-28-C-0-13-AP-M-WE2_A072_3156s621		NOAGE	144-de-DE-28-C-0-13-AP-M-WE2_A072_3156s621
045-XP_delex-is.it.decla-yn-delex-23-A-NO-6-F-F-WE2_A007_917	tu étais monitrice ? 	XP_delex	23	yn	NO	delex	is.it.decla	A	F	F	ch_CD2	6	045	NO	NO	3	NO	NO	YES	NO	euh tu étais monitrice ? 	YES	whisf-eslo2-yn	WE2_A007_917	4	NO	NO	NO	NO	subj-clitic	NO	1	NO	NO	0	NO	NO	0	1	NON	NON	NO	NO	euh	1	0	NO	NO	NO	spk1	178-yn-DE-34-C-0-06-AH-F-WE2_A007_917	euh tu étais monitrice ?	NOAGE	178-yn-DE-34-C-0-06-AH-F-WE2_A007_917
046-XP_delex-is.it.question-yn-delex-23-B-NO-6-F-F-WE2_A007_917	tu étais monitrice ? 	XP_delex	23	yn	NO	delex	is.it.question	B	F	F	ch_CD2	6	046	NO	NO	3	NO	NO	YES	NO	euh tu étais monitrice ? 	YES	whisf-eslo2-yn	WE2_A007_917	4	NO	NO	NO	NO	subj-clitic	NO	1	NO	NO	0	NO	NO	0	1	NON	NON	NO	NO	euh	1	0	NO	NO	NO	spk1	178-yn-DE-34-C-0-06-AH-F-WE2_A007_917	euh tu étais monitrice ?	NOAGE	178-yn-DE-34-C-0-06-AH-F-WE2_A007_917
089-XP_mbrola-is.it.decla-decla-clair-23-C-NO-9-I-M-WE2_A072_397s594	on n'a pas la Loire à traverser 	XP_mbrola	23	decla	NO	clair	is.it.decla	C	M	I	CZ903	09	089	NO	NO	4	NO	NO	YES	YES	on n'a pas la Loire à traverser 	YES		WE2_A072_397s594		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	spk2	025-de-CL-29-C-0-09-AP-M-WE2_A072_397s594		NOAGE	025-de-CL-29-B-0-09-AP-M-WE2_A072_397s594
090-XP_mbrola-is.it.decla-decla-delex-23-D-NO-9-I-M-WE2_A072_397s594	on n'a pas la Loire à traverser 	XP_mbrola	23	decla	NO	delex	is.it.decla	D	M	I	CZ903	09	090	NO	NO	4	NO	NO	YES	YES	on n'a pas la Loire à traverser 	YES		WE2_A072_397s594		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	spk2	145-de-DE-29-B-0-09-AP-M-WE2_A072_397s594		NOAGE	145-de-DE-29-A-0-09-AP-M-WE2_A072_397s594
091-XP_mbrola-is.it.question-decla-clair-23-A-NO-9-I-M-WE2_A072_397s594	on n'a pas la Loire à traverser 	XP_mbrola	23	decla	NO	clair	is.it.question	A	M	I	CZ903	09	091	NO	NO	4	NO	NO	YES	YES	on n'a pas la Loire à traverser 	YES		WE2_A072_397s594		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	spk2	025-de-CL-29-C-0-09-AP-M-WE2_A072_397s594		NOAGE	025-de-CL-29-B-0-09-AP-M-WE2_A072_397s594
092-XP_mbrola-is.it.question-decla-delex-23-B-NO-9-I-M-WE2_A072_397s594	on n'a pas la Loire à traverser 	XP_mbrola	23	decla	NO	delex	is.it.question	B	M	I	CZ903	09	092	NO	NO	4	NO	NO	YES	YES	on n'a pas la Loire à traverser 	YES		WE2_A072_397s594		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	spk2	145-de-DE-29-B-0-09-AP-M-WE2_A072_397s594		NOAGE	145-de-DE-29-A-0-09-AP-M-WE2_A072_397s594
047-XP_delex-is.it.decla-yn-delex-24-B-NO-6-F-F-WE2_A018_3172	vous vous y trouvez bien ? 	XP_delex	24	yn	NO	delex	is.it.decla	B	F	F	ch_CD2	6	047	NO	NO	3	NO	NO	YES	NO	et dans le quartier vous vous y trouvez bien ? 	YES	whisf-eslo2-yn	WE2_A018_3172	9	NO	NO	NO	NO	subj-clitic	NO	1	NO	NO	0	NO	NO	0	1	NON	NON	NO	NO	NO	0	0	NO	NO	NO	spk1	153-yn-DE-35-B-0-06-AH-F-WE2_A018_3172	et dans le quartier vous vous y trouvez bien ?	NOAGE	153-yn-DE-35-A-0-06-AH-F-WE2_A018_3172
048-XP_delex-is.it.question-yn-delex-24-A-NO-6-F-F-WE2_A018_3172	vous vous y trouvez bien ? 	XP_delex	24	yn	NO	delex	is.it.question	A	F	F	ch_CD2	6	048	NO	NO	3	NO	NO	YES	NO	et dans le quartier vous vous y trouvez bien ? 	YES	whisf-eslo2-yn	WE2_A018_3172	9	NO	NO	NO	NO	subj-clitic	NO	1	NO	NO	0	NO	NO	0	1	NON	NON	NO	NO	NO	0	0	NO	NO	NO	spk1	153-yn-DE-35-B-0-06-AH-F-WE2_A018_3172	et dans le quartier vous vous y trouvez bien ?	NOAGE	153-yn-DE-35-A-0-06-AH-F-WE2_A018_3172
093-XP_mbrola-is.it.decla-decla-clair-24-B-NO-6-I-M-WE2_A072_487s724	j'ai fini par me lasser 	XP_mbrola	24	decla	NO	clair	is.it.decla	B	M	I	CZ903	06	093	NO	NO	3	NO	NO	YES	NO	d'aller régulièrement au devant mais au bout de quelques temps bah j'ai fini par me lasser 	YES		WE2_A072_487s724		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	spk2	026-de-CL-30-B-0-06-AP-M-WE2_A072_487s724		NOAGE	026-de-CL-30-C-0-06-AP-M-WE2_A072_487s724
094-XP_mbrola-is.it.decla-decla-delex-24-C-NO-6-I-M-WE2_A072_487s724	j'ai fini par me lasser 	XP_mbrola	24	decla	NO	delex	is.it.decla	C	M	I	CZ903	06	094	NO	NO	3	NO	NO	YES	NO	d'aller régulièrement au devant mais au bout de quelques temps bah j'ai fini par me lasser 	YES		WE2_A072_487s724		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	spk2	146-de-DE-30-A-0-06-AP-M-WE2_A072_487s724		NOAGE	146-de-DE-30-B-0-06-AP-M-WE2_A072_487s724
095-XP_mbrola-is.it.question-decla-clair-24-D-NO-6-I-M-WE2_A072_487s724	j'ai fini par me lasser 	XP_mbrola	24	decla	NO	clair	is.it.question	D	M	I	CZ903	06	095	NO	NO	3	NO	NO	YES	NO	d'aller régulièrement au devant mais au bout de quelques temps bah j'ai fini par me lasser 	YES		WE2_A072_487s724		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	spk2	026-de-CL-30-B-0-06-AP-M-WE2_A072_487s724		NOAGE	026-de-CL-30-C-0-06-AP-M-WE2_A072_487s724
096-XP_mbrola-is.it.question-decla-delex-24-A-NO-6-I-M-WE2_A072_487s724	j'ai fini par me lasser 	XP_mbrola	24	decla	NO	delex	is.it.question	A	M	I	CZ903	06	096	NO	NO	3	NO	NO	YES	NO	d'aller régulièrement au devant mais au bout de quelques temps bah j'ai fini par me lasser 	YES		WE2_A072_487s724		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	spk2	146-de-DE-30-A-0-06-AP-M-WE2_A072_487s724		NOAGE	146-de-DE-30-B-0-06-AP-M-WE2_A072_487s724
049-XP_delex-is.it.decla-yn-delex-25-A-NO-6-E-M-WE2_A021_6777	tu parles un peu anglais ? 	XP_delex	25	yn	NO	delex	is.it.decla	A	M	E	ch_BH8	6	049	NO	NO	3	NO	NO	YES	NO	ouais tu parles un peu anglais ? 	YES	whisf-eslo2-yn	WE2_A021_6777	6	NO	NO	NO	NO	subj-clitic	NO	1	NO	NO	0	NO	NO	0	1	NON	NON	NO	NO	NO	0	0	NO	NO	NO	spk2	179-yn-DE-36-A-0-06-AG-M-WE2_A021_6777	ouais tu parles un peu anglais ?	NOAGE	179-yn-DE-36-B-0-06-AG-M-WE2_A021_6777
050-XP_delex-is.it.question-yn-delex-25-B-NO-6-E-M-WE2_A021_6777	tu parles un peu anglais ? 	XP_delex	25	yn	NO	delex	is.it.question	B	M	E	ch_BH8	6	050	NO	NO	3	NO	NO	YES	NO	ouais tu parles un peu anglais ? 	YES	whisf-eslo2-yn	WE2_A021_6777	6	NO	NO	NO	NO	subj-clitic	NO	1	NO	NO	0	NO	NO	0	1	NON	NON	NO	NO	NO	0	0	NO	NO	NO	spk2	179-yn-DE-36-A-0-06-AG-M-WE2_A021_6777	ouais tu parles un peu anglais ?	NOAGE	179-yn-DE-36-B-0-06-AG-M-WE2_A021_6777
097-XP_mbrola-is.it.decla-yn-clair-25-A-NO-6-C-M-WE2_A001_6885	ça a fait une heure là ? 	XP_mbrola	25	yn	NO	clair	is.it.decla	A	M	C	BV1	06	097	NO	NO	3	NO	NO	YES	NO	ça a fait une heure là ? 	YES	whisf-eslo2-yn	WE2_A001_6885	6	NO	NO	NO	subj-full-DP	NO	NO	1	NO	NO	0	NO	NO	0	1	NON	NON	NO	NO	NO	0	0	NO	NO	NO	spk2	031-yn-CL-31-A-0-06-AD-M-WE2_A001_6885	ça a fait une heure là ?	NOAGE	031-yn-CL-31-A-0-06-AD-M-WE2_A001_6885
098-XP_mbrola-is.it.decla-yn-delex-25-B-NO-6-C-M-WE2_A001_6885	ça a fait une heure là ? 	XP_mbrola	25	yn	NO	delex	is.it.decla	B	M	C	BV1	06	098	NO	NO	3	NO	NO	YES	NO	ça a fait une heure là ? 	YES	whisf-eslo2-yn	WE2_A001_6885	6	NO	NO	NO	subj-full-DP	NO	NO	1	NO	NO	0	NO	NO	0	1	NON	NON	NO	NO	NO	0	0	NO	NO	NO	spk2	151-yn-DE-31-C-0-06-AD-M-WE2_A001_6885	ça a fait une heure là ?	NOAGE	151-yn-DE-31-C-0-06-AD-M-WE2_A001_6885
099-XP_mbrola-is.it.question-yn-clair-25-C-NO-6-C-M-WE2_A001_6885	ça a fait une heure là ? 	XP_mbrola	25	yn	NO	clair	is.it.question	C	M	C	BV1	06	099	NO	NO	3	NO	NO	YES	NO	ça a fait une heure là ? 	YES	whisf-eslo2-yn	WE2_A001_6885	6	NO	NO	NO	subj-full-DP	NO	NO	1	NO	NO	0	NO	NO	0	1	NON	NON	NO	NO	NO	0	0	NO	NO	NO	spk2	031-yn-CL-31-A-0-06-AD-M-WE2_A001_6885	ça a fait une heure là ?	NOAGE	031-yn-CL-31-A-0-06-AD-M-WE2_A001_6885
100-XP_mbrola-is.it.question-yn-delex-25-D-NO-6-C-M-WE2_A001_6885	ça a fait une heure là ? 	XP_mbrola	25	yn	NO	delex	is.it.question	D	M	C	BV1	06	100	NO	NO	3	NO	NO	YES	NO	ça a fait une heure là ? 	YES	whisf-eslo2-yn	WE2_A001_6885	6	NO	NO	NO	subj-full-DP	NO	NO	1	NO	NO	0	NO	NO	0	1	NON	NON	NO	NO	NO	0	0	NO	NO	NO	spk2	151-yn-DE-31-C-0-06-AD-M-WE2_A001_6885	ça a fait une heure là ?	NOAGE	151-yn-DE-31-C-0-06-AD-M-WE2_A001_6885
051-XP_delex-is.it.decla-yn-delex-26-B-NO-11-H-F-WE2_A025_3273	tu étais la seule qui surveillait les enfants ? 	XP_delex	26	yn	NO	delex	is.it.decla	B	F	H	ch_PP6	11	051	NO	NO	3	NO	NO	YES	NO	tu étais la seule qui surveillait les enfants ? 	YES	whisf-eslo2-yn	WE2_A025_3273	8	NO	NO	NO	NO	subj-clitic	NO	1	NO	relative	1	NO	NO	0	2	NON	NON	NO	NO	NO	0	0	NO	NO	NO	spk1	154-yn-DE-37-C-0-11-AM-F-WE2_A025_3273	tu étais la seule qui surveillait les enfants ?	NOAGE	154-yn-DE-37-C-0-11-AM-F-WE2_A025_3273
052-XP_delex-is.it.question-yn-delex-26-A-NO-11-H-F-WE2_A025_3273	tu étais la seule qui surveillait les enfants ? 	XP_delex	26	yn	NO	delex	is.it.question	A	F	H	ch_PP6	11	052	NO	NO	3	NO	NO	YES	NO	tu étais la seule qui surveillait les enfants ? 	YES	whisf-eslo2-yn	WE2_A025_3273	8	NO	NO	NO	NO	subj-clitic	NO	1	NO	relative	1	NO	NO	0	2	NON	NON	NO	NO	NO	0	0	NO	NO	NO	spk1	154-yn-DE-37-C-0-11-AM-F-WE2_A025_3273	tu étais la seule qui surveillait les enfants ?	NOAGE	154-yn-DE-37-C-0-11-AM-F-WE2_A025_3273
101-XP_mbrola-is.it.decla-yn-clair-26-D-NO-7-F-F-WE2_A007_4520	tu t'y plais dans ce quartier ? 	XP_mbrola	26	yn	NO	clair	is.it.decla	D	F	F	ch_CD2	07	101	NO	NO	4	NO	NO	YES	NO	tu t'y plais dans ce quartier ? 	YES	whisf-eslo2-yn	WE2_A007_4520	6	NO	NO	NO	NO	subj-clitic	NO	1	NO	NO	0	NO	NO	0	1	NON	NON	NO	NO	NO	0	0	NO	NO	NO	spk1	032-yn-CL-33-B-0-07-AH-F-WE2_A007_4520	tu t'y plais dans ce quartier ?	NOAGE	032-yn-CL-33-C-0-07-AH-F-WE2_A007_4520
102-XP_mbrola-is.it.decla-yn-delex-26-A-NO-7-F-F-WE2_A007_4520	tu t'y plais dans ce quartier ? 	XP_mbrola	26	yn	NO	delex	is.it.decla	A	F	F	ch_CD2	07	102	NO	NO	4	NO	NO	YES	NO	tu t'y plais dans ce quartier ? 	YES	whisf-eslo2-yn	WE2_A007_4520	6	NO	NO	NO	NO	subj-clitic	NO	1	NO	NO	0	NO	NO	0	1	NON	NON	NO	NO	NO	0	0	NO	NO	NO	spk1	152-yn-DE-33-A-0-07-AH-F-WE2_A007_4520	tu t'y plais dans ce quartier ?	NOAGE	152-yn-DE-33-B-0-07-AH-F-WE2_A007_4520
103-XP_mbrola-is.it.question-yn-clair-26-B-NO-7-F-F-WE2_A007_4520	tu t'y plais dans ce quartier ? 	XP_mbrola	26	yn	NO	clair	is.it.question	B	F	F	ch_CD2	07	103	NO	NO	4	NO	NO	YES	NO	tu t'y plais dans ce quartier ? 	YES	whisf-eslo2-yn	WE2_A007_4520	6	NO	NO	NO	NO	subj-clitic	NO	1	NO	NO	0	NO	NO	0	1	NON	NON	NO	NO	NO	0	0	NO	NO	NO	spk1	032-yn-CL-33-B-0-07-AH-F-WE2_A007_4520	tu t'y plais dans ce quartier ?	NOAGE	032-yn-CL-33-C-0-07-AH-F-WE2_A007_4520
104-XP_mbrola-is.it.question-yn-delex-26-C-NO-7-F-F-WE2_A007_4520	tu t'y plais dans ce quartier ? 	XP_mbrola	26	yn	NO	delex	is.it.question	C	F	F	ch_CD2	07	104	NO	NO	4	NO	NO	YES	NO	tu t'y plais dans ce quartier ? 	YES	whisf-eslo2-yn	WE2_A007_4520	6	NO	NO	NO	NO	subj-clitic	NO	1	NO	NO	0	NO	NO	0	1	NON	NON	NO	NO	NO	0	0	NO	NO	NO	spk1	152-yn-DE-33-A-0-07-AH-F-WE2_A007_4520	tu t'y plais dans ce quartier ?	NOAGE	152-yn-DE-33-B-0-07-AH-F-WE2_A007_4520
053-XP_delex-is.it.decla-yn-delex-27-A-NO-8-H-F-WE2_A025_8981	tu avais été interviewée ? 	XP_delex	27	yn	NO	delex	is.it.decla	A	F	H	ch_PP6	8	053	NO	NO	4	NO	NO	YES	NO	tu avais été interviewée ? 	YES	whisf-eslo2-yn	WE2_A025_8981	4	NO	NO	NO	NO	subj-clitic	NO	1	NO	NO	0	NO	NO	0	1	NON	NON	NO	NO	NO	0	0	NO	NO	NO	spk1	180-yn-DE-38-B-0-08-AM-F-WE2_A025_8981	tu avais été interviewée ?	NOAGE	180-yn-DE-38-A-0-08-AM-F-WE2_A025_8981
054-XP_delex-is.it.question-yn-delex-27-B-NO-8-H-F-WE2_A025_8981	tu avais été interviewée ? 	XP_delex	27	yn	NO	delex	is.it.question	B	F	H	ch_PP6	8	054	NO	NO	4	NO	NO	YES	NO	tu avais été interviewée ? 	YES	whisf-eslo2-yn	WE2_A025_8981	4	NO	NO	NO	NO	subj-clitic	NO	1	NO	NO	0	NO	NO	0	1	NON	NON	NO	NO	NO	0	0	NO	NO	NO	spk1	180-yn-DE-38-B-0-08-AM-F-WE2_A025_8981	tu avais été interviewée ?	NOAGE	180-yn-DE-38-A-0-08-AM-F-WE2_A025_8981
105-XP_mbrola-is.it.decla-yn-clair-27-C-NO-6-F-F-WE2_A007_917	tu étais monitrice ? 	XP_mbrola	27	yn	NO	clair	is.it.decla	C	F	F	ch_CD2	06	105	NO	NO	3	NO	NO	YES	NO	euh tu étais monitrice ? 	YES	whisf-eslo2-yn	WE2_A007_917	4	NO	NO	NO	NO	subj-clitic	NO	1	NO	NO	0	NO	NO	0	1	NON	NON	NO	NO	euh	1	0	NO	NO	NO	spk1	058-yn-CL-34-A-0-06-AH-F-WE2_A007_917	euh tu étais monitrice ?	NOAGE	058-yn-CL-34-A-0-06-AH-F-WE2_A007_917
106-XP_mbrola-is.it.decla-yn-delex-27-D-NO-6-F-F-WE2_A007_917	tu étais monitrice ? 	XP_mbrola	27	yn	NO	delex	is.it.decla	D	F	F	ch_CD2	06	106	NO	NO	3	NO	NO	YES	NO	euh tu étais monitrice ? 	YES	whisf-eslo2-yn	WE2_A007_917	4	NO	NO	NO	NO	subj-clitic	NO	1	NO	NO	0	NO	NO	0	1	NON	NON	NO	NO	euh	1	0	NO	NO	NO	spk1	178-yn-DE-34-C-0-06-AH-F-WE2_A007_917	euh tu étais monitrice ?	NOAGE	178-yn-DE-34-C-0-06-AH-F-WE2_A007_917
107-XP_mbrola-is.it.question-yn-clair-27-A-NO-6-F-F-WE2_A007_917	tu étais monitrice ? 	XP_mbrola	27	yn	NO	clair	is.it.question	A	F	F	ch_CD2	06	107	NO	NO	3	NO	NO	YES	NO	euh tu étais monitrice ? 	YES	whisf-eslo2-yn	WE2_A007_917	4	NO	NO	NO	NO	subj-clitic	NO	1	NO	NO	0	NO	NO	0	1	NON	NON	NO	NO	euh	1	0	NO	NO	NO	spk1	058-yn-CL-34-A-0-06-AH-F-WE2_A007_917	euh tu étais monitrice ?	NOAGE	058-yn-CL-34-A-0-06-AH-F-WE2_A007_917
108-XP_mbrola-is.it.question-yn-delex-27-B-NO-6-F-F-WE2_A007_917	tu étais monitrice ? 	XP_mbrola	27	yn	NO	delex	is.it.question	B	F	F	ch_CD2	06	108	NO	NO	3	NO	NO	YES	NO	euh tu étais monitrice ? 	YES	whisf-eslo2-yn	WE2_A007_917	4	NO	NO	NO	NO	subj-clitic	NO	1	NO	NO	0	NO	NO	0	1	NON	NON	NO	NO	euh	1	0	NO	NO	NO	spk1	178-yn-DE-34-C-0-06-AH-F-WE2_A007_917	euh tu étais monitrice ?	NOAGE	178-yn-DE-34-C-0-06-AH-F-WE2_A007_917
055-XP_delex-is.it.decla-yn-delex-28-B-NO-7-D-F-WE2_F003_3392	vous avez des permanences ?	XP_delex	28	yn	NO	delex	is.it.decla	B	F	D	ch_AC7	7	055	NO	NO	3	NO	NO	YES	NO	donc vous avez des permanences ?	YES		WE2_F003_3392																										spk1	157-yn-DE-41-B-0-07-AF-F-WE2_F003_3392		NOAGE	157-yn-DE-41-A-0-07-AF-F-WE2_F003_3392
056-XP_delex-is.it.question-yn-delex-28-A-NO-7-D-F-WE2_F003_3392	vous avez des permanences ?	XP_delex	28	yn	NO	delex	is.it.question	A	F	D	ch_AC7	7	056	NO	NO	3	NO	NO	YES	NO	donc vous avez des permanences ?	YES		WE2_F003_3392																										spk1	157-yn-DE-41-B-0-07-AF-F-WE2_F003_3392		NOAGE	157-yn-DE-41-A-0-07-AF-F-WE2_F003_3392
109-XP_mbrola-is.it.decla-yn-clair-28-B-NO-6-F-F-WE2_A018_3172	vous vous y trouvez bien ? 	XP_mbrola	28	yn	NO	clair	is.it.decla	B	F	F	ch_CD2	06	109	NO	NO	3	NO	NO	YES	NO	et dans le quartier vous vous y trouvez bien ? 	YES	whisf-eslo2-yn	WE2_A018_3172	9	NO	NO	NO	NO	subj-clitic	NO	1	NO	NO	0	NO	NO	0	1	NON	NON	NO	NO	NO	0	0	NO	NO	NO	spk1	033-yn-CL-35-C-0-06-AH-F-WE2_A018_3172	et dans le quartier vous vous y trouvez bien ?	NOAGE	033-yn-CL-35-B-0-06-AH-F-WE2_A018_3172
110-XP_mbrola-is.it.decla-yn-delex-28-C-NO-6-F-F-WE2_A018_3172	vous vous y trouvez bien ? 	XP_mbrola	28	yn	NO	delex	is.it.decla	C	F	F	ch_CD2	06	110	NO	NO	3	NO	NO	YES	NO	et dans le quartier vous vous y trouvez bien ? 	YES	whisf-eslo2-yn	WE2_A018_3172	9	NO	NO	NO	NO	subj-clitic	NO	1	NO	NO	0	NO	NO	0	1	NON	NON	NO	NO	NO	0	0	NO	NO	NO	spk1	153-yn-DE-35-B-0-06-AH-F-WE2_A018_3172	et dans le quartier vous vous y trouvez bien ?	NOAGE	153-yn-DE-35-A-0-06-AH-F-WE2_A018_3172
111-XP_mbrola-is.it.question-yn-clair-28-D-NO-6-F-F-WE2_A018_3172	vous vous y trouvez bien ? 	XP_mbrola	28	yn	NO	clair	is.it.question	D	F	F	ch_CD2	06	111	NO	NO	3	NO	NO	YES	NO	et dans le quartier vous vous y trouvez bien ? 	YES	whisf-eslo2-yn	WE2_A018_3172	9	NO	NO	NO	NO	subj-clitic	NO	1	NO	NO	0	NO	NO	0	1	NON	NON	NO	NO	NO	0	0	NO	NO	NO	spk1	033-yn-CL-35-C-0-06-AH-F-WE2_A018_3172	et dans le quartier vous vous y trouvez bien ?	NOAGE	033-yn-CL-35-B-0-06-AH-F-WE2_A018_3172
112-XP_mbrola-is.it.question-yn-delex-28-A-NO-6-F-F-WE2_A018_3172	vous vous y trouvez bien ? 	XP_mbrola	28	yn	NO	delex	is.it.question	A	F	F	ch_CD2	06	112	NO	NO	3	NO	NO	YES	NO	et dans le quartier vous vous y trouvez bien ? 	YES	whisf-eslo2-yn	WE2_A018_3172	9	NO	NO	NO	NO	subj-clitic	NO	1	NO	NO	0	NO	NO	0	1	NON	NON	NO	NO	NO	0	0	NO	NO	NO	spk1	153-yn-DE-35-B-0-06-AH-F-WE2_A018_3172	et dans le quartier vous vous y trouvez bien ?	NOAGE	153-yn-DE-35-A-0-06-AH-F-WE2_A018_3172
057-XP_delex-is.it.decla-yn-delex-29-A-NO-8-D-F-WE2_F003_7082	vous l'écoutez à la radio ?	XP_delex	29	yn	NO	delex	is.it.decla	A	F	D	ch_AC7	8	057	NO	NO	4	NO	NO	YES	NO	la musique vous l'écoutez à la radio ?	YES		WE2_F003_7082																										spk1	159-yn-DE-43-C-0-08-AF-F-WE2_F003_7082		NOAGE	159-yn-DE-43-C-0-08-AF-F-WE2_F003_7082
058-XP_delex-is.it.question-yn-delex-29-B-NO-8-D-F-WE2_F003_7082	vous l'écoutez à la radio ?	XP_delex	29	yn	NO	delex	is.it.question	B	F	D	ch_AC7	8	058	NO	NO	4	NO	NO	YES	NO	la musique vous l'écoutez à la radio ?	YES		WE2_F003_7082																										spk1	159-yn-DE-43-C-0-08-AF-F-WE2_F003_7082		NOAGE	159-yn-DE-43-C-0-08-AF-F-WE2_F003_7082
113-XP_mbrola-is.it.decla-yn-clair-29-A-NO-6-E-M-WE2_A021_6777	tu parles un peu anglais ? 	XP_mbrola	29	yn	NO	clair	is.it.decla	A	M	E	ch_BH8	06	113	NO	NO	3	NO	NO	YES	NO	ouais tu parles un peu anglais ? 	YES	whisf-eslo2-yn	WE2_A021_6777	6	NO	NO	NO	NO	subj-clitic	NO	1	NO	NO	0	NO	NO	0	1	NON	NON	NO	NO	NO	0	0	NO	NO	NO	spk2	059-yn-CL-36-B-0-06-AG-M-WE2_A021_6777	ouais tu parles un peu anglais ?	NOAGE	059-yn-CL-36-C-0-06-AG-M-WE2_A021_6777
114-XP_mbrola-is.it.decla-yn-delex-29-B-NO-6-E-M-WE2_A021_6777	tu parles un peu anglais ? 	XP_mbrola	29	yn	NO	delex	is.it.decla	B	M	E	ch_BH8	06	114	NO	NO	3	NO	NO	YES	NO	ouais tu parles un peu anglais ? 	YES	whisf-eslo2-yn	WE2_A021_6777	6	NO	NO	NO	NO	subj-clitic	NO	1	NO	NO	0	NO	NO	0	1	NON	NON	NO	NO	NO	0	0	NO	NO	NO	spk2	179-yn-DE-36-A-0-06-AG-M-WE2_A021_6777	ouais tu parles un peu anglais ?	NOAGE	179-yn-DE-36-B-0-06-AG-M-WE2_A021_6777
