sentence_key	OLD1_sentence_key	texte_expe	item	type-de-phrase	audio_type	task_question_type	list	spk_sex	spk_id	num_syll	stim_num	wh-type	presence-eske	The Voice Contest	wh-in-situ-final	func-wh	OK_praat_seg	neg	texte	OK_Expe_perception	dossier-brat	OLDsentence_key	nombre-de-mots	pos-wh	quality-wh	rheto-wh	subj-DP	subj-clit	subj-ce	nombre-subj	inverted-subj	comp	nombre-comp	lex-restr	partitif	est-ce-que	nombre_verbes	flexion-et	type-de-verbe-et	extraction-site	notes	partie-a-enlever	nombre-partie-a-enlever-mots	nombre-mots-a-enlever	dislocation-droite	attention-dernier-mot	fin-partie-enlever	locuteur	texte_turn_brut	spk_age	OLD_sentence_key
139-is.it.decla-de-DE-24-A-0-09-AP-M-WE2_A072_1316s637	140-de-DE-24-A-0-09-AP-M-WE2_A072_1316s637	j'ai fréquemment une voiture de service 	24	decla	delex	is.it.question	A	M	CZ903	9	139	NO	NO	3	NO	NO	YES	NO	sans compter le fait que pour mon travail j'ai fréquemment une voiture de service 	YES		WE2_A072_1316s637		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	spk2		NOAGE	140-de-DE-24-B-0-09-AP-M-WE2_A072_1316s637
140-is.it.decla-de-CL-24-B-0-09-AP-M-WE2_A072_1316s637	020-de-CL-24-B-0-09-AP-M-WE2_A072_1316s637	j'ai fréquemment une voiture de service 	24	decla	clair	is.it.decla	B	M	CZ903	9	140	NO	NO	3	NO	NO	YES	NO	sans compter le fait que pour mon travail j'ai fréquemment une voiture de service 	YES		WE2_A072_1316s637		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	spk2		NOAGE	020-de-CL-24-C-0-09-AP-M-WE2_A072_1316s637
141-is.it.decla-de-OR-24-C-0-09-AP-M-WE2_A072_1316s637	080-de-OR-24-C-0-09-AP-M-WE2_A072_1316s637	j'ai fréquemment une voiture de service 	24	decla	orig	is.it.decla	C	M	CZ903	9	141	NO	NO	3	NO	NO	YES	NO	sans compter le fait que pour mon travail j'ai fréquemment une voiture de service 	YES		WE2_A072_1316s637		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	spk2		NOAGE	080-de-OR-24-A-0-09-AP-M-WE2_A072_1316s637
142-is.it.decla-de-DE-24-A-0-09-AP-M-WE2_A072_1316s637	140-de-DE-24-A-0-09-AP-M-WE2_A072_1316s637	j'ai fréquemment une voiture de service 	24	decla	delex	is.it.decla	D	M	CZ903	9	142	NO	NO	3	NO	NO	YES	NO	sans compter le fait que pour mon travail j'ai fréquemment une voiture de service 	YES		WE2_A072_1316s637		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	spk2		NOAGE	140-de-DE-24-B-0-09-AP-M-WE2_A072_1316s637
143-is.it.decla-de-CL-24-B-0-09-AP-M-WE2_A072_1316s637	020-de-CL-24-B-0-09-AP-M-WE2_A072_1316s637	j'ai fréquemment une voiture de service 	24	decla	clair	is.it.question	E	M	CZ903	9	143	NO	NO	3	NO	NO	YES	NO	sans compter le fait que pour mon travail j'ai fréquemment une voiture de service 	YES		WE2_A072_1316s637		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	spk2		NOAGE	020-de-CL-24-C-0-09-AP-M-WE2_A072_1316s637
144-is.it.decla-de-OR-24-C-0-09-AP-M-WE2_A072_1316s637	080-de-OR-24-C-0-09-AP-M-WE2_A072_1316s637	j'ai fréquemment une voiture de service 	24	decla	orig	is.it.question	F	M	CZ903	9	144	NO	NO	3	NO	NO	YES	NO	sans compter le fait que pour mon travail j'ai fréquemment une voiture de service 	YES		WE2_A072_1316s637		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	spk2		NOAGE	080-de-OR-24-A-0-09-AP-M-WE2_A072_1316s637
145-is.it.decla-de-CL-25-A-0-12-AQ-F-WE2_A072_1713s52	021-de-CL-25-A-0-12-AQ-F-WE2_A072_1713s52	je m'occupais jusqu'à maintenant que de la région Centre 	25	decla	clair	is.it.decla	A	F	CZ903FEM	12	145	NO	NO	3	NO	NO	YES	NO	mais je m'occupais jusqu'à maintenant que de la région Centre 	YES		WE2_A072_1713s52		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	spk3		NOAGE	021-de-CL-25-A-0-12-AQ-F-WE2_A072_1713s52
146-is.it.decla-de-OR-25-B-0-12-AQ-F-WE2_A072_1713s52	081-de-OR-25-B-0-12-AQ-F-WE2_A072_1713s52	je m'occupais jusqu'à maintenant que de la région Centre 	25	decla	orig	is.it.decla	B	F	CZ903FEM	12	146	NO	NO	3	NO	NO	YES	NO	mais je m'occupais jusqu'à maintenant que de la région Centre 	YES		WE2_A072_1713s52		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	spk3		NOAGE	081-de-OR-25-B-0-12-AQ-F-WE2_A072_1713s52
147-is.it.decla-de-DE-25-C-0-12-AQ-F-WE2_A072_1713s52	141-de-DE-25-C-0-12-AQ-F-WE2_A072_1713s52	je m'occupais jusqu'à maintenant que de la région Centre 	25	decla	delex	is.it.decla	C	F	CZ903FEM	12	147	NO	NO	3	NO	NO	YES	NO	mais je m'occupais jusqu'à maintenant que de la région Centre 	YES		WE2_A072_1713s52		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	spk3		NOAGE	141-de-DE-25-C-0-12-AQ-F-WE2_A072_1713s52
148-is.it.decla-de-CL-25-A-0-12-AQ-F-WE2_A072_1713s52	021-de-CL-25-A-0-12-AQ-F-WE2_A072_1713s52	je m'occupais jusqu'à maintenant que de la région Centre 	25	decla	clair	is.it.question	D	F	CZ903FEM	12	148	NO	NO	3	NO	NO	YES	NO	mais je m'occupais jusqu'à maintenant que de la région Centre 	YES		WE2_A072_1713s52		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	spk3		NOAGE	021-de-CL-25-A-0-12-AQ-F-WE2_A072_1713s52
149-is.it.decla-de-OR-25-B-0-12-AQ-F-WE2_A072_1713s52	081-de-OR-25-B-0-12-AQ-F-WE2_A072_1713s52	je m'occupais jusqu'à maintenant que de la région Centre 	25	decla	orig	is.it.question	E	F	CZ903FEM	12	149	NO	NO	3	NO	NO	YES	NO	mais je m'occupais jusqu'à maintenant que de la région Centre 	YES		WE2_A072_1713s52		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	spk3		NOAGE	081-de-OR-25-B-0-12-AQ-F-WE2_A072_1713s52
150-is.it.decla-de-DE-25-C-0-12-AQ-F-WE2_A072_1713s52	141-de-DE-25-C-0-12-AQ-F-WE2_A072_1713s52	je m'occupais jusqu'à maintenant que de la région Centre 	25	decla	delex	is.it.question	F	F	CZ903FEM	12	150	NO	NO	3	NO	NO	YES	NO	mais je m'occupais jusqu'à maintenant que de la région Centre 	YES		WE2_A072_1713s52		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	spk3		NOAGE	141-de-DE-25-C-0-12-AQ-F-WE2_A072_1713s52
151-is.it.decla-de-OR-26-A-0-10-AP-M-WE2_A072_1808s473	082-de-OR-26-A-0-10-AP-M-WE2_A072_1808s473	la gamme va évoluer par la suite 	26	decla	orig	is.it.decla	A	M	CZ903	10	151	NO	NO	3	NO	NO	YES	NO	et puis la gamme va évoluer par la suite 	YES		WE2_A072_1808s473		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	spk2		NOAGE	082-de-OR-26-C-0-10-AP-M-WE2_A072_1808s473
152-is.it.decla-de-DE-26-B-0-10-AP-M-WE2_A072_1808s473	142-de-DE-26-B-0-10-AP-M-WE2_A072_1808s473	la gamme va évoluer par la suite 	26	decla	delex	is.it.decla	B	M	CZ903	10	152	NO	NO	3	NO	NO	YES	NO	et puis la gamme va évoluer par la suite 	YES		WE2_A072_1808s473		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	spk2		NOAGE	142-de-DE-26-A-0-10-AP-M-WE2_A072_1808s473
153-is.it.decla-de-CL-26-C-0-10-AP-M-WE2_A072_1808s473	022-de-CL-26-C-0-10-AP-M-WE2_A072_1808s473	la gamme va évoluer par la suite 	26	decla	clair	is.it.question	C	M	CZ903	10	153	NO	NO	3	NO	NO	YES	NO	et puis la gamme va évoluer par la suite 	YES		WE2_A072_1808s473		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	spk2		NOAGE	022-de-CL-26-B-0-10-AP-M-WE2_A072_1808s473
154-is.it.decla-de-OR-26-A-0-10-AP-M-WE2_A072_1808s473	082-de-OR-26-A-0-10-AP-M-WE2_A072_1808s473	la gamme va évoluer par la suite 	26	decla	orig	is.it.question	D	M	CZ903	10	154	NO	NO	3	NO	NO	YES	NO	et puis la gamme va évoluer par la suite 	YES		WE2_A072_1808s473		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	spk2		NOAGE	082-de-OR-26-C-0-10-AP-M-WE2_A072_1808s473
155-is.it.decla-de-DE-26-B-0-10-AP-M-WE2_A072_1808s473	142-de-DE-26-B-0-10-AP-M-WE2_A072_1808s473	la gamme va évoluer par la suite 	26	decla	delex	is.it.question	E	M	CZ903	10	155	NO	NO	3	NO	NO	YES	NO	et puis la gamme va évoluer par la suite 	YES		WE2_A072_1808s473		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	spk2		NOAGE	142-de-DE-26-A-0-10-AP-M-WE2_A072_1808s473
156-is.it.decla-de-CL-26-C-0-10-AP-M-WE2_A072_1808s473	022-de-CL-26-C-0-10-AP-M-WE2_A072_1808s473	la gamme va évoluer par la suite 	26	decla	clair	is.it.decla	F	M	CZ903	10	156	NO	NO	3	NO	NO	YES	NO	et puis la gamme va évoluer par la suite 	YES		WE2_A072_1808s473		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	spk2		NOAGE	022-de-CL-26-B-0-10-AP-M-WE2_A072_1808s473
157-is.it.decla-de-DE-27-A-0-10-AQ-F-WE2_A072_2939s309	143-de-DE-27-A-0-10-AQ-F-WE2_A072_2939s309	on peut pas aller sur les bords de Loire 	27	decla	delex	is.it.decla	A	F	CZ903FEM	10	157	NO	NO	3	NO	NO	YES	YES	en ce moment on peut pas aller sur les bords de Loire 	YES		WE2_A072_2939s309		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	spk3		NOAGE	143-de-DE-27-B-0-10-AQ-F-WE2_A072_2939s309
158-is.it.decla-de-CL-27-B-0-10-AQ-F-WE2_A072_2939s309	023-de-CL-27-B-0-10-AQ-F-WE2_A072_2939s309	on peut pas aller sur les bords de Loire 	27	decla	clair	is.it.question	B	F	CZ903FEM	10	158	NO	NO	3	NO	NO	YES	YES	en ce moment on peut pas aller sur les bords de Loire 	YES		WE2_A072_2939s309		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	spk3		NOAGE	023-de-CL-27-C-0-10-AQ-F-WE2_A072_2939s309
159-is.it.decla-de-OR-27-C-0-10-AQ-F-WE2_A072_2939s309	083-de-OR-27-C-0-10-AQ-F-WE2_A072_2939s309	on peut pas aller sur les bords de Loire 	27	decla	orig	is.it.question	C	F	CZ903FEM	10	159	NO	NO	3	NO	NO	YES	YES	en ce moment on peut pas aller sur les bords de Loire 	YES		WE2_A072_2939s309		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	spk3		NOAGE	083-de-OR-27-A-0-10-AQ-F-WE2_A072_2939s309
160-is.it.decla-de-DE-27-A-0-10-AQ-F-WE2_A072_2939s309	143-de-DE-27-A-0-10-AQ-F-WE2_A072_2939s309	on peut pas aller sur les bords de Loire 	27	decla	delex	is.it.question	D	F	CZ903FEM	10	160	NO	NO	3	NO	NO	YES	YES	en ce moment on peut pas aller sur les bords de Loire 	YES		WE2_A072_2939s309		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	spk3		NOAGE	143-de-DE-27-B-0-10-AQ-F-WE2_A072_2939s309
161-is.it.decla-de-CL-27-B-0-10-AQ-F-WE2_A072_2939s309	023-de-CL-27-B-0-10-AQ-F-WE2_A072_2939s309	on peut pas aller sur les bords de Loire 	27	decla	clair	is.it.decla	E	F	CZ903FEM	10	161	NO	NO	3	NO	NO	YES	YES	en ce moment on peut pas aller sur les bords de Loire 	YES		WE2_A072_2939s309		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	spk3		NOAGE	023-de-CL-27-C-0-10-AQ-F-WE2_A072_2939s309
162-is.it.decla-de-OR-27-C-0-10-AQ-F-WE2_A072_2939s309	083-de-OR-27-C-0-10-AQ-F-WE2_A072_2939s309	on peut pas aller sur les bords de Loire 	27	decla	orig	is.it.decla	F	F	CZ903FEM	10	162	NO	NO	3	NO	NO	YES	YES	en ce moment on peut pas aller sur les bords de Loire 	YES		WE2_A072_2939s309		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	spk3		NOAGE	083-de-OR-27-A-0-10-AQ-F-WE2_A072_2939s309
163-is.it.decla-de-CL-28-A-0-13-AP-M-WE2_A072_3156s621	024-de-CL-28-A-0-13-AP-M-WE2_A072_3156s621	j'ai forcément des congés dans les vacances scolaires 	28	decla	clair	is.it.question	A	M	CZ903	13	163	NO	NO	4	NO	NO	YES	NO	donc j'ai forcément des congés dans les vacances scolaires 	YES		WE2_A072_3156s621		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	spk2		NOAGE	024-de-CL-28-A-0-13-AP-M-WE2_A072_3156s621
164-is.it.decla-de-OR-28-B-0-13-AP-M-WE2_A072_3156s621	084-de-OR-28-B-0-13-AP-M-WE2_A072_3156s621	j'ai forcément des congés dans les vacances scolaires 	28	decla	orig	is.it.question	B	M	CZ903	13	164	NO	NO	4	NO	NO	YES	NO	donc j'ai forcément des congés dans les vacances scolaires 	YES		WE2_A072_3156s621		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	spk2		NOAGE	084-de-OR-28-B-0-13-AP-M-WE2_A072_3156s621
165-is.it.decla-de-DE-28-C-0-13-AP-M-WE2_A072_3156s621	144-de-DE-28-C-0-13-AP-M-WE2_A072_3156s621	j'ai forcément des congés dans les vacances scolaires 	28	decla	delex	is.it.question	C	M	CZ903	13	165	NO	NO	4	NO	NO	YES	NO	donc j'ai forcément des congés dans les vacances scolaires 	YES		WE2_A072_3156s621		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	spk2		NOAGE	144-de-DE-28-C-0-13-AP-M-WE2_A072_3156s621
166-is.it.decla-de-CL-28-A-0-13-AP-M-WE2_A072_3156s621	024-de-CL-28-A-0-13-AP-M-WE2_A072_3156s621	j'ai forcément des congés dans les vacances scolaires 	28	decla	clair	is.it.decla	D	M	CZ903	13	166	NO	NO	4	NO	NO	YES	NO	donc j'ai forcément des congés dans les vacances scolaires 	YES		WE2_A072_3156s621		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	spk2		NOAGE	024-de-CL-28-A-0-13-AP-M-WE2_A072_3156s621
167-is.it.decla-de-OR-28-B-0-13-AP-M-WE2_A072_3156s621	084-de-OR-28-B-0-13-AP-M-WE2_A072_3156s621	j'ai forcément des congés dans les vacances scolaires 	28	decla	orig	is.it.decla	E	M	CZ903	13	167	NO	NO	4	NO	NO	YES	NO	donc j'ai forcément des congés dans les vacances scolaires 	YES		WE2_A072_3156s621		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	spk2		NOAGE	084-de-OR-28-B-0-13-AP-M-WE2_A072_3156s621
168-is.it.decla-de-DE-28-C-0-13-AP-M-WE2_A072_3156s621	144-de-DE-28-C-0-13-AP-M-WE2_A072_3156s621	j'ai forcément des congés dans les vacances scolaires 	28	decla	delex	is.it.decla	F	M	CZ903	13	168	NO	NO	4	NO	NO	YES	NO	donc j'ai forcément des congés dans les vacances scolaires 	YES		WE2_A072_3156s621		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	spk2		NOAGE	144-de-DE-28-C-0-13-AP-M-WE2_A072_3156s621
169-is.it.decla-de-OR-29-A-0-09-AP-M-WE2_A072_397s594	085-de-OR-29-A-0-09-AP-M-WE2_A072_397s594	on n'a pas la Loire à traverser 	29	decla	orig	is.it.question	A	M	CZ903	9	169	NO	NO	4	NO	NO	YES	YES	on n'a pas la Loire à traverser 	YES		WE2_A072_397s594		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	spk2		NOAGE	085-de-OR-29-C-0-09-AP-M-WE2_A072_397s594
170-is.it.decla-de-DE-29-B-0-09-AP-M-WE2_A072_397s594	145-de-DE-29-B-0-09-AP-M-WE2_A072_397s594	on n'a pas la Loire à traverser 	29	decla	delex	is.it.question	B	M	CZ903	9	170	NO	NO	4	NO	NO	YES	YES	on n'a pas la Loire à traverser 	YES		WE2_A072_397s594		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	spk2		NOAGE	145-de-DE-29-A-0-09-AP-M-WE2_A072_397s594
171-is.it.decla-de-CL-29-C-0-09-AP-M-WE2_A072_397s594	025-de-CL-29-C-0-09-AP-M-WE2_A072_397s594	on n'a pas la Loire à traverser 	29	decla	clair	is.it.decla	C	M	CZ903	9	171	NO	NO	4	NO	NO	YES	YES	on n'a pas la Loire à traverser 	YES		WE2_A072_397s594		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	spk2		NOAGE	025-de-CL-29-B-0-09-AP-M-WE2_A072_397s594
172-is.it.decla-de-OR-29-A-0-09-AP-M-WE2_A072_397s594	085-de-OR-29-A-0-09-AP-M-WE2_A072_397s594	on n'a pas la Loire à traverser 	29	decla	orig	is.it.decla	D	M	CZ903	9	172	NO	NO	4	NO	NO	YES	YES	on n'a pas la Loire à traverser 	YES		WE2_A072_397s594		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	spk2		NOAGE	085-de-OR-29-C-0-09-AP-M-WE2_A072_397s594
173-is.it.decla-de-DE-29-B-0-09-AP-M-WE2_A072_397s594	145-de-DE-29-B-0-09-AP-M-WE2_A072_397s594	on n'a pas la Loire à traverser 	29	decla	delex	is.it.decla	E	M	CZ903	9	173	NO	NO	4	NO	NO	YES	YES	on n'a pas la Loire à traverser 	YES		WE2_A072_397s594		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	spk2		NOAGE	145-de-DE-29-A-0-09-AP-M-WE2_A072_397s594
174-is.it.decla-de-CL-29-C-0-09-AP-M-WE2_A072_397s594	025-de-CL-29-C-0-09-AP-M-WE2_A072_397s594	on n'a pas la Loire à traverser 	29	decla	clair	is.it.question	F	M	CZ903	9	174	NO	NO	4	NO	NO	YES	YES	on n'a pas la Loire à traverser 	YES		WE2_A072_397s594		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	spk2		NOAGE	025-de-CL-29-B-0-09-AP-M-WE2_A072_397s594
175-is.it.decla-de-DE-30-A-0-06-AP-M-WE2_A072_487s724	146-de-DE-30-A-0-06-AP-M-WE2_A072_487s724	j'ai fini par me lasser 	30	decla	delex	is.it.question	A	M	CZ903	6	175	NO	NO	3	NO	NO	YES	NO	d'aller régulièrement au devant mais au bout de quelques temps bah j'ai fini par me lasser 	YES		WE2_A072_487s724		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	spk2		NOAGE	146-de-DE-30-B-0-06-AP-M-WE2_A072_487s724
176-is.it.decla-de-CL-30-B-0-06-AP-M-WE2_A072_487s724	026-de-CL-30-B-0-06-AP-M-WE2_A072_487s724	j'ai fini par me lasser 	30	decla	clair	is.it.decla	B	M	CZ903	6	176	NO	NO	3	NO	NO	YES	NO	d'aller régulièrement au devant mais au bout de quelques temps bah j'ai fini par me lasser 	YES		WE2_A072_487s724		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	spk2		NOAGE	026-de-CL-30-C-0-06-AP-M-WE2_A072_487s724
177-is.it.decla-de-OR-30-C-0-06-AP-M-WE2_A072_487s724	086-de-OR-30-C-0-06-AP-M-WE2_A072_487s724	j'ai fini par me lasser 	30	decla	orig	is.it.decla	C	M	CZ903	6	177	NO	NO	3	NO	NO	YES	NO	d'aller régulièrement au devant mais au bout de quelques temps bah j'ai fini par me lasser 	YES		WE2_A072_487s724		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	spk2		NOAGE	086-de-OR-30-A-0-06-AP-M-WE2_A072_487s724
178-is.it.decla-de-DE-30-A-0-06-AP-M-WE2_A072_487s724	146-de-DE-30-A-0-06-AP-M-WE2_A072_487s724	j'ai fini par me lasser 	30	decla	delex	is.it.decla	D	M	CZ903	6	178	NO	NO	3	NO	NO	YES	NO	d'aller régulièrement au devant mais au bout de quelques temps bah j'ai fini par me lasser 	YES		WE2_A072_487s724		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	spk2		NOAGE	146-de-DE-30-B-0-06-AP-M-WE2_A072_487s724
179-is.it.decla-de-CL-30-B-0-06-AP-M-WE2_A072_487s724	026-de-CL-30-B-0-06-AP-M-WE2_A072_487s724	j'ai fini par me lasser 	30	decla	clair	is.it.question	E	M	CZ903	6	179	NO	NO	3	NO	NO	YES	NO	d'aller régulièrement au devant mais au bout de quelques temps bah j'ai fini par me lasser 	YES		WE2_A072_487s724		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	spk2		NOAGE	026-de-CL-30-C-0-06-AP-M-WE2_A072_487s724
180-is.it.decla-de-OR-30-C-0-06-AP-M-WE2_A072_487s724	086-de-OR-30-C-0-06-AP-M-WE2_A072_487s724	j'ai fini par me lasser 	30	decla	orig	is.it.question	F	M	CZ903	6	180	NO	NO	3	NO	NO	YES	NO	d'aller régulièrement au devant mais au bout de quelques temps bah j'ai fini par me lasser 	YES		WE2_A072_487s724		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	spk2		NOAGE	086-de-OR-30-A-0-06-AP-M-WE2_A072_487s724
181-is.it.question-yn-CL-31-A-0-06-AD-M-WE2_A001_6885	031-yn-CL-31-A-0-06-AD-M-WE2_A001_6885	ça a fait une heure là ? 	31	yes-no	clair	is.it.decla	A	M	BV1	6	181	NO	NO	3	NO	NO	YES	NO	ça a fait une heure là ? 	YES	whisf-eslo2-yn	WE2_A001_6885	6	NO	NO	NO	subj-full-DP	NO	NO	1	NO	NO	0	NO	NO	0	1	NON	NON	NO	NO	NO	0	0	NO	NO	NO	spk2	ça a fait une heure là ?	NOAGE	031-yn-CL-31-A-0-06-AD-M-WE2_A001_6885
182-is.it.question-yn-OR-31-B-0-06-AD-M-WE2_A001_6885	091-yn-OR-31-B-0-06-AD-M-WE2_A001_6885	ça a fait une heure là ? 	31	yes-no	orig	is.it.decla	B	M	BV1	6	182	NO	NO	3	NO	NO	YES	NO	ça a fait une heure là ? 	YES	whisf-eslo2-yn	WE2_A001_6885	6	NO	NO	NO	subj-full-DP	NO	NO	1	NO	NO	0	NO	NO	0	1	NON	NON	NO	NO	NO	0	0	NO	NO	NO	spk2	ça a fait une heure là ?	NOAGE	091-yn-OR-31-B-0-06-AD-M-WE2_A001_6885
183-is.it.question-yn-DE-31-C-0-06-AD-M-WE2_A001_6885	151-yn-DE-31-C-0-06-AD-M-WE2_A001_6885	ça a fait une heure là ? 	31	yes-no	delex	is.it.decla	C	M	BV1	6	183	NO	NO	3	NO	NO	YES	NO	ça a fait une heure là ? 	YES	whisf-eslo2-yn	WE2_A001_6885	6	NO	NO	NO	subj-full-DP	NO	NO	1	NO	NO	0	NO	NO	0	1	NON	NON	NO	NO	NO	0	0	NO	NO	NO	spk2	ça a fait une heure là ?	NOAGE	151-yn-DE-31-C-0-06-AD-M-WE2_A001_6885
184-is.it.question-yn-CL-31-A-0-06-AD-M-WE2_A001_6885	031-yn-CL-31-A-0-06-AD-M-WE2_A001_6885	ça a fait une heure là ? 	31	yes-no	clair	is.it.question	D	M	BV1	6	184	NO	NO	3	NO	NO	YES	NO	ça a fait une heure là ? 	YES	whisf-eslo2-yn	WE2_A001_6885	6	NO	NO	NO	subj-full-DP	NO	NO	1	NO	NO	0	NO	NO	0	1	NON	NON	NO	NO	NO	0	0	NO	NO	NO	spk2	ça a fait une heure là ?	NOAGE	031-yn-CL-31-A-0-06-AD-M-WE2_A001_6885
